Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Spain,2011,Penicillins,514,150,72,736,69.8 %,20.4 %,9.8 %
Spain,2012,Penicillins,441,2,161,604,73.0 %,0.3 %,26.7 %
Spain,2013,Penicillins,398,2,169,569,69.9 %,0.4 %,29.7 %
Sweden,1998,Penicillins,1,0,0,1,100.0 %,0.0 %,0.0 %
Sweden,1999,Penicillins,821,11,1,833,98.6 %,1.3 %,0.1 %
Sweden,2000,Penicillins,787,16,0,803,98.0 %,2.0 %,0.0 %
Sweden,2001,Penicillins,766,18,4,788,97.2 %,2.3 %,0.5 %
Sweden,2002,Penicillins,810,17,3,830,97.6 %,2.0 %,0.4 %
Sweden,2003,Penicillins,874,39,4,917,95.3 %,4.3 %,0.4 %
Sweden,2004,Penicillins,924,27,4,955,96.8 %,2.8 %,0.4 %
Sweden,2005,Penicillins,980,32,5,1017,96.4 %,3.1 %,0.5 %
Sweden,2006,Penicillins,972,13,8,993,97.9 %,1.3 %,0.8 %
Sweden,2007,Penicillins,997,30,1,1028,97.0 %,2.9 %,0.1 %
Sweden,2008,Penicillins,1189,19,5,1213,98.0 %,1.6 %,0.4 %
Sweden,2012,Penicillins,36,0,4,40,90.0 %,0.0 %,10.0 %
Sweden,2013,Penicillins,649,0,47,696,93.2 %,0.0 %,6.8 %
United Kingdom,1999,Penicillins,224,8,10,242,92.6 %,3.3 %,4.1 %
United Kingdom,2000,Penicillins,480,11,21,512,93.8 %,2.1 %,4.1 %
United Kingdom,2001,Penicillins,545,8,20,573,95.1 %,1.4 %,3.5 %
United Kingdom,2002,Penicillins,582,16,19,617,94.3 %,2.6 %,3.1 %
United Kingdom,2003,Penicillins,1269,47,18,1334,95.1 %,3.5 %,1.3 %
United Kingdom,2004,Penicillins,1022,27,9,1058,96.6 %,2.6 %,0.9 %
United Kingdom,2005,Penicillins,1320,32,21,1373,96.1 %,2.3 %,1.5 %
United Kingdom,2006,Penicillins,1464,33,13,1510,97.0 %,2.2 %,0.9 %
United Kingdom,2007,Penicillins,1674,43,27,1744,96.0 %,2.5 %,1.5 %
United Kingdom,2008,Penicillins,1119,42,16,1177,95.1 %,3.6 %,1.4 %
United Kingdom,2009,Penicillins,1263,24,13,1300,97.2 %,1.8 %,1.0 %
United Kingdom,2010,Penicillins,1295,32,9,1336,96.9 %,2.4 %,0.7 %
United Kingdom,2011,Penicillins,1252,62,10,1324,94.6 %,4.7 %,0.8 %
United Kingdom,2012,Penicillins,1096,49,8,1153,95.1 %,4.2 %,0.7 %
United Kingdom,2013,Penicillins,1148,53,6,1207,95.1 %,4.4 %,0.5 %
