Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Portugal,2013,3rd gen. cephalosporins,2254,24,400,2678,84.2 %,0.9 %,14.9 %
Romania,2002,3rd gen. cephalosporins,23,0,5,28,82.1 %,0.0 %,17.9 %
Romania,2003,3rd gen. cephalosporins,39,0,9,48,81.3 %,0.0 %,18.8 %
Romania,2004,3rd gen. cephalosporins,35,2,11,48,72.9 %,4.2 %,22.9 %
Romania,2005,3rd gen. cephalosporins,69,1,14,84,82.1 %,1.2 %,16.7 %
Romania,2006,3rd gen. cephalosporins,20,3,16,39,51.3 %,7.7 %,41.0 %
Romania,2007,3rd gen. cephalosporins,45,0,17,62,72.6 %,0.0 %,27.4 %
Romania,2008,3rd gen. cephalosporins,37,5,13,55,67.3 %,9.1 %,23.6 %
Romania,2009,3rd gen. cephalosporins,51,0,8,59,86.4 %,0.0 %,13.6 %
Romania,2010,3rd gen. cephalosporins,26,1,7,34,76.5 %,2.9 %,20.6 %
Romania,2011,3rd gen. cephalosporins,74,1,20,95,77.9 %,1.1 %,21.1 %
Romania,2012,3rd gen. cephalosporins,141,2,48,191,73.8 %,1.0 %,25.1 %
Romania,2013,3rd gen. cephalosporins,230,0,68,298,77.2 %,0.0 %,22.8 %
Slovakia,2001,3rd gen. cephalosporins,42,0,3,45,93.3 %,0.0 %,6.7 %
Slovakia,2002,3rd gen. cephalosporins,210,0,4,214,98.1 %,0.0 %,1.9 %
Slovakia,2003,3rd gen. cephalosporins,237,1,1,239,99.2 %,0.4 %,0.4 %
Slovakia,2004,3rd gen. cephalosporins,258,2,20,280,92.1 %,0.7 %,7.1 %
Slovakia,2005,3rd gen. cephalosporins,89,0,8,97,91.8 %,0.0 %,8.2 %
Slovakia,2011,3rd gen. cephalosporins,505,6,229,740,68.2 %,0.8 %,30.9 %
Slovakia,2012,3rd gen. cephalosporins,475,5,213,693,68.5 %,0.7 %,30.7 %
Slovakia,2013,3rd gen. cephalosporins,558,9,240,807,69.1 %,1.1 %,29.7 %
Slovenia,2001,3rd gen. cephalosporins,396,1,1,398,99.5 %,0.3 %,0.3 %
Slovenia,2002,3rd gen. cephalosporins,404,0,5,409,98.8 %,0.0 %,1.2 %
Slovenia,2003,3rd gen. cephalosporins,397,1,3,401,99.0 %,0.2 %,0.7 %
Slovenia,2004,3rd gen. cephalosporins,563,2,8,573,98.3 %,0.3 %,1.4 %
Slovenia,2005,3rd gen. cephalosporins,645,1,11,657,98.2 %,0.2 %,1.7 %
Slovenia,2006,3rd gen. cephalosporins,705,0,12,717,98.3 %,0.0 %,1.7 %
Slovenia,2007,3rd gen. cephalosporins,814,1,36,851,95.7 %,0.1 %,4.2 %
Slovenia,2008,3rd gen. cephalosporins,836,1,37,874,95.7 %,0.1 %,4.2 %
Slovenia,2009,3rd gen. cephalosporins,830,22,41,893,92.9 %,2.5 %,4.6 %
Slovenia,2010,3rd gen. cephalosporins,877,12,63,952,92.1 %,1.3 %,6.6 %
Slovenia,2011,3rd gen. cephalosporins,903,11,88,1002,90.1 %,1.1 %,8.8 %
Slovenia,2012,3rd gen. cephalosporins,1048,9,111,1168,89.7 %,0.8 %,9.5 %
Slovenia,2013,3rd gen. cephalosporins,1107,10,107,1224,90.4 %,0.8 %,8.7 %
Spain,2001,3rd gen. cephalosporins,1440,5,9,1454,99.0 %,0.3 %,0.6 %
Spain,2002,3rd gen. cephalosporins,2421,15,39,2475,97.8 %,0.6 %,1.6 %
Spain,2003,3rd gen. cephalosporins,2532,6,112,2650,95.5 %,0.2 %,4.2 %
Spain,2004,3rd gen. cephalosporins,3229,5,226,3460,93.3 %,0.1 %,6.5 %
Spain,2005,3rd gen. cephalosporins,2762,3,232,2997,92.2 %,0.1 %,7.7 %
Spain,2006,3rd gen. cephalosporins,3103,19,240,3362,92.3 %,0.6 %,7.1 %
Spain,2007,3rd gen. cephalosporins,3384,8,273,3665,92.3 %,0.2 %,7.4 %
Spain,2008,3rd gen. cephalosporins,3288,11,327,3626,90.7 %,0.3 %,9.0 %
Spain,2009,3rd gen. cephalosporins,3383,6,432,3821,88.5 %,0.2 %,11.3 %
Spain,2010,3rd gen. cephalosporins,4992,14,690,5696,87.6 %,0.2 %,12.1 %
Spain,2011,3rd gen. cephalosporins,4917,12,671,5600,87.8 %,0.2 %,12.0 %
Spain,2012,3rd gen. cephalosporins,4885,21,766,5672,86.1 %,0.4 %,13.5 %
Spain,2013,3rd gen. cephalosporins,5123,20,789,5932,86.4 %,0.3 %,13.3 %
Sweden,2000,3rd gen. cephalosporins,1,0,0,1,100.0 %,0.0 %,0.0 %
Sweden,2001,3rd gen. cephalosporins,2614,4,9,2627,99.5 %,0.2 %,0.3 %
Sweden,2002,3rd gen. cephalosporins,3047,5,10,3062,99.5 %,0.2 %,0.3 %
Sweden,2003,3rd gen. cephalosporins,3285,2,14,3301,99.5 %,0.1 %,0.4 %
Sweden,2004,3rd gen. cephalosporins,3255,12,24,3291,98.9 %,0.4 %,0.7 %
Sweden,2005,3rd gen. cephalosporins,3147,12,41,3200,98.3 %,0.4 %,1.3 %
Sweden,2006,3rd gen. cephalosporins,3479,6,54,3539,98.3 %,0.2 %,1.5 %
Sweden,2007,3rd gen. cephalosporins,3653,9,85,3747,97.5 %,0.2 %,2.3 %
Sweden,2008,3rd gen. cephalosporins,3935,4,91,4030,97.6 %,0.1 %,2.3 %
Sweden,2009,3rd gen. cephalosporins,0,0,1,1,0.0 %,0.0 %,100.0 %
Sweden,2012,3rd gen. cephalosporins,206,0,1,207,99.5 %,0.0 %,0.5 %
Sweden,2013,3rd gen. cephalosporins,7127,13,392,7532,94.6 %,0.2 %,5.2 %
United Kingdom,2001,3rd gen. cephalosporins,1137,3,14,1154,98.5 %,0.3 %,1.2 %
United Kingdom,2002,3rd gen. cephalosporins,1668,0,35,1703,97.9 %,0.0 %,2.1 %
United Kingdom,2003,3rd gen. cephalosporins,1952,0,66,2018,96.7 %,0.0 %,3.3 %
United Kingdom,2004,3rd gen. cephalosporins,1840,3,61,1904,96.6 %,0.2 %,3.2 %
United Kingdom,2005,3rd gen. cephalosporins,1771,2,119,1892,93.6 %,0.1 %,6.3 %
United Kingdom,2006,3rd gen. cephalosporins,1633,3,136,1772,92.2 %,0.2 %,7.7 %
United Kingdom,2007,3rd gen. cephalosporins,1651,5,172,1828,90.3 %,0.3 %,9.4 %
United Kingdom,2008,3rd gen. cephalosporins,2037,4,152,2193,92.9 %,0.2 %,6.9 %
United Kingdom,2009,3rd gen. cephalosporins,3563,11,369,3943,90.4 %,0.3 %,9.4 %
United Kingdom,2010,3rd gen. cephalosporins,4126,13,408,4547,90.7 %,0.3 %,9.0 %
United Kingdom,2011,3rd gen. cephalosporins,4662,21,499,5182,90.0 %,0.4 %,9.6 %
United Kingdom,2012,3rd gen. cephalosporins,4900,19,744,5663,86.5 %,0.3 %,13.1 %
United Kingdom,2013,3rd gen. cephalosporins,5595,22,969,6586,85.0 %,0.3 %,14.7 %
